scatter0_x,scatter0_y,scatter1_x,scatter1_y,scatter2_x,scatter2_y,scatter3_x,scatter3_y
,,-10.399579,-4.0587144,1.3995051,-3.8328705,4.0217924,0.9518217
,,-10.223713,-3.7900474,1.7708976,-2.3022633,2.301419,3.0341995
,,-9.961233,-3.7692716,2.6759458,-1.1182342,2.578162,3.117645
,,-6.7401376,0.037423182,1.8834002,0.9921594,0.70423096,0.4837661
,,-4.133934,-1.6761216,0.8266967,1.8001736,0.8873842,0.614133
,,-4.4946666,0.28774425,2.2673852,-1.4683088,0.8806997,1.3466191
,,-4.6217833,3.053848,0.9166473,1.3093095,1.0525947,0.93413514
,,-3.6486995,0.80596256,-0.23553886,2.9359126,1.1297084,1.0674571
,,-2.0641098,-1.7357575,0.962958,1.348332,1.2319577,0.5708971
,,-1.3530906,0.61990327,0.18840851,-0.6235744,1.3748345,0.3428344
,,-3.0184479,-3.9614427,-3.6270273,7.4393964,1.4386613,0.07678481
,,-6.060613,0.008536502,-4.005217,7.3178344,1.66871,-0.27546224
,,-3.9187527,0.22489318,-4.4661756,7.10958,2.0385306,-0.51251304
,,-4.3038144,3.383916,-3.1710987,7.5102415,2.0993717,-0.95451325
,,-5.9824276,-1.7532268,-2.7172987,7.682051,1.5238683,-1.9277903
,,1.9335544,-2.244084,-0.4099036,6.0636406,0.59977055,0.6900523
,,2.8580527,-2.2708035,-2.5487387,6.5066853,3.5265293,2.9377184
,,2.1659749,-2.6331284,-2.423332,5.5828953,4.915159,2.105019
,,-1.0272336,-5.226979,-2.50595,7.555565,3.501553,-1.5859482
,,2.0043721,-2.7169702,-6.620036,0.069983624,3.1358125,-1.4859462
,,3.4739416,-1.9114797,-2.9140882,7.39886,4.81907,1.9954752
,,1.0150757,-3.3388588,-1.6508706,7.1706743,1.9305483,-1.5292121
,,0.41165522,-1.0117625,-2.4308484,7.4495263,1.4388169,1.4645865
,,3.4493604,-2.3331926,-2.8580973,7.5738373,1.4388169,1.4645865
,,0.08157671,-3.081211,-3.0786567,7.05016,1.4310763,1.5056509
,,-1.9585799,-5.0847535,-2.0821934,7.323131,1.4232811,1.5465096
,,1.487806,-2.3562858,-2.5713046,6.684302,1.407584,1.6274512
,,1.7463206,-2.5303009,-10.216438,0.9895047,1.3918723,1.7071271
,,1.5291278,-2.9755452,-8.796327,3.526,1.384054,1.7464072
,,0.21625422,-4.7791924,-9.335969,1.5444558,1.3762851,1.7852732
,,1.5262746,4.531477,-7.4625053,4.869757,1.3609581,1.8616592
,,-3.0695379,-5.6087813,-6.803439,4.691965,-6.9375954,0.29349357
,,0.87372535,-1.8768798,-9.408698,-2.6986237,3.7909324,1.7094163
,,3.4739437,-1.9298764,-0.947838,3.7490304,5.229963,2.0492396
,,1.593937,-0.7600736,-0.20498751,1.8143463,3.0916698,2.9234548
,,1.4561828,-4.9153523,-0.9520817,3.761849,3.8900561,2.6753633
,,0.4676763,-5.021439,0.73048687,-0.53438425,4.020664,1.6257267
,,0.2088983,-4.775153,0.507252,-0.6715058,0.4852517,5.0489182
,,1.3180283,-5.012294,1.0201639,1.4925914,1.6909308,4.3246474
,,0.65908366,-4.733923,1.2981954,-0.9704159,5.352112,2.2825418
,,-0.067611896,-4.7022734,1.4460244,-0.7457282,3.7095335,2.4970045
,,1.3137162,-4.9363866,-0.6159046,1.3035756,4.4442124,2.5828948
,,0.97762597,-5.1065617,-0.78497577,6.662299,4.149959,2.3852189
,,1.1409093,-5.052465,-0.6029495,2.443139,3.725711,2.3178246
,,1.4580477,-4.8763757,-0.26720655,2.0922115,3.880534,2.415341
,,1.0523373,-5.123215,-1.177525,3.0351105,4.6877933,2.0615137
,,1.1451527,-5.0909915,-0.4551727,5.146172,5.4264154,2.326628
,,0.97762597,-5.1065617,-0.85982215,2.0770435,4.481832,2.4524171
,,-0.55938405,-1.6436,-0.21784613,5.98621,2.2118201,-2.5474777
,,-0.794889,-5.1580048,-1.5548949,3.3804157,0.69793284,1.0418587
,,-0.2954017,-5.1008916,-1.219785,2.5214303,1.0998733,1.534434
,,1.8149678,-3.047885,-1.14171,0.077407196,4.8289995,-0.16052397
,,3.5387442,-1.752442,-0.623315,2.2246888,-9.249459,-2.9144692
,,2.4936345,-2.2415435,-1.7839868,2.184251,-9.88347,-2.480409
,,0.7005346,-5.234753,-0.7764283,2.258041,-7.202623,-0.124347724
,,-2.3443615,-2.648017,-0.2608197,1.1755133,-1.9585385,0.45305172
,,-0.76149017,-2.9327142,-1.0009542,2.8582125,2.0147233,0.42627284
,,0.22729391,-3.5344253,0.8579677,-3.4328568,3.0994806,0.7360909
,,-1.5414836,-2.8832076,3.8492546,-1.4406048,3.1695073,1.710325
,,-0.17896798,2.4276173,1.9821999,-2.6784997,3.843445,0.94928837
,,2.0093439,-2.0285575,-10.19097,1.2246646,2.931165,-2.9154036
,,1.7032784,-1.9388142,3.3954034,3.225911,2.3600962,-2.9821672
,,-0.5926617,-3.979442,2.6639965,-2.0987785,1.3836353,-2.9421597
,,0.981183,0.45365864,1.1916149,-2.2525494,-1.0306869,-1.5436935
,,-0.49808237,-2.8327901,2.3902411,-2.3215022,-1.0306869,-1.5436935
,,0.15223396,-1.5316073,0.15535516,-2.805914,-5.855396,1.6196157
,,0.8735655,-1.8102915,0.82401,-3.3670385,-5.855396,1.6196157
,,0.71987575,-2.9078126,1.146481,-2.6224363,0.47800443,0.2543876
,,1.9765569,-0.6389701,1.9352239,0.6011339,1.4038368,-1.9678899
,,0.2955688,0.3916555,1.7966723,0.21556099,2.5879192,0.29269788
,,-0.33845162,-1.5955173,1.7966723,0.21556099,1.1466681,1.7484683
,,0.26291233,-3.530525,0.96953905,-0.601155,1.6205074,1.0904075
,,-0.5603162,-3.8127544,1.8545921,0.74444765,1.6887501,1.1931717
,,-0.6518964,-1.8449647,1.5319891,-2.7695246,1.824436,0.71261567
,,-0.90518826,-2.7674367,0.9184494,-0.082086235,1.979001,0.48081347
,,0.23351525,1.798801,0.9476983,1.150185,2.061693,0.24662688
,,-0.76694787,-2.9715881,0.98036474,-0.017919641,3.544107,-0.34510675
,,1.4911073,-2.3478022,1.8820882,1.342839,2.1607602,0.028127968
,,-0.33813116,-2.5249467,2.2304065,-4.061208,3.0345101,-1.0020953
,,-0.7655347,-2.8346238,2.0474987,-1.5993922,1.843704,0.106806315
,,0.23381284,-3.523766,1.8622526,0.94678754,0.7131781,0.75458914
